id,wenzitext,errortext,clicktimes,tips1,tips2
57,先发制人，后发制于人,5,3,《后汉书·陈胜项籍传》,先出击就能制服敌人，随后应战只会被控制
58,纤纤擢素手，札札弄机杼,5,3,佚名《迢迢牵牛星》,织女摆动洁白的双手，织布机札札地响个不停
59,相去万余里，各在天一涯,5,3,佚名《行行重行行》,从此相隔千万里，各在天涯一方
60,星汉灿烂，若出其里,4,3,曹操《观沧海》,银河的灿烂群星，也像是从大海里涌现出来
61,行行重行行，与君生别离,5,3,佚名《行行重行行》,一直在不停的走，就这样与你活生生的分离
62,燕雀安知鸿鹄之志哉！,5,3,司马迁《史记·陈涉世家》,燕雀怎么能知道鸿鹄的远大志向
63,仰手接飞猱，俯身散马蹄,5,3,曹植《白马篇》,抬手能射中飞驰而来的东西，俯身能打碎箭靶
64,一朝被谗言，二桃杀三士,5,3,佚名《梁甫吟》,不料一朝遭到谗言，两个桃子杀死三个人
65,一节见则百节知矣,4,3,刘向《说苑·尊贤》,事情的一端就可以知道事情的全貌了
66,一日不见兮，思之如狂。,5,3,司马相如《凤求凰》,一日不见她，心中牵念得像是要发狂一般
67,衣不如新，人不如故。,5,3,佚名《古艳歌》,旧的衣服不如新的好，人还是旧人更胜新人
68,以三寸之舌，彊於百万之师,6,3,司马迁《史记·平原君虞卿列传》,一张能言善辩的嘴，比百万雄师更有作用
69,盈盈一水间，脉脉不得语,5,3,佚名《迢迢牵牛星》,隔了一条银河，只能含情脉脉相视无言
70,有一美人兮，见之不忘,5,3,司马相如《凤求凰》,有一位美女，让我看了就不会忘记
71,玉不琢，不成器,3,3,语出《礼记》,强调人只有通过学习才可能成器
72,愿得一心人，白头不相离,5,3,卓文君《白头吟》,希望有一个情意专心的郎君，可以相爱到老
73,月明星稀，乌鹊南飞。,5,3,曹操《短歌行》,月光明亮星光稀疏，一群寻巢喜鹊向南飞去
74,绕树三匝，何枝可依？,5,3,曹操《短歌行》,形象地描绘了贤才在择主时的谨慎态度
75,运筹策帷帐之中,3,3,刘邦称赞张良的话,在小小的军帐之内作出正确的部署
76,决胜於千里之外,3,3,刘邦称赞张良的话,可以决定千里之外的胜负
77,一张一弛，文武之道也,5,3,《礼记·杂记下》,一紧一松，就是文武的道理
78,丈夫志四海，万里犹比邻,5,3,曹植《赠白马王彪·并序》,大丈夫志在四海，纵使相隔万里也犹如比邻
79,智者千虑，必有一失,4,3,晏婴《晏子春秋·杂下》,聪明的人在上千次考虑中，总会有一次失误
80,愚者千虑，必有一得,4,3,晏婴《晏子春秋·杂下》,蠢笨的人考虑足够多，也必然会有一次正确的
81,终日不成章，泣涕零如雨,5,3,佚名《迢迢牵牛星》,一天也没织成一段布，眼泪如同下雨般零落
82,周公吐哺，天下归心,4,3,曹操《短歌行》,我如周公一般礼贤下士，天下的英杰归于我
83,煮豆燃豆萁，豆在釜中泣,5,3,曹植《七步诗》,用豆秸在锅底下燃火煮豆，豆子在锅里面哭泣
