id,wenzitext,errortext,clicktimes,tips1,tips2
69,一场幽梦同谁近，千古情人独我痴,8,3,冷眼看世，热血酬友,第一句：一场幽梦同谁近
70,惨惨柴门风雪夜，此时有子不如无,8,3,黄景仁《别老母》,第一句：惨惨柴门风雪夜
71,太高人愈妒，过洁世同嫌,6,3,做人处事太过高明，人们会嫉妒,第一句：太高人愈妒
72,有不忍言之心，必有不忍言之祸,7,3,冷眼看世，热血酬友,第一句：有不忍言之心
73,白骨如山忘姓氏，无非公子与红妆,8,3,冷眼看世，热血酬友,第一句：白骨如山忘姓氏
74,一蓑一笠一扁舟，一丈丝纶一寸钩,8,3,王士祯《题秋江独钓图》,第一句：一蓑一笠一扁舟
75,别有根芽，不是人间富贵花,6,3,纳兰性德《采桑子·塞上咏雪花》,第一句：别有根芽
76,石壕村里夫妻别，泪比长生殿上多,8,3,袁枚《马嵬》,第一句：石壕村里夫妻别
77,明月多情应笑我，笑我如今,6,3,纳兰性德《采桑子·明月多情应笑我》,第一句：明月多情应笑我
78,莫嫌举世无知己，未有庸人不忌才,8,3,查慎行《三闾祠》,第一句：莫嫌举世无知己
79,书痴者文必工，艺痴者技必良,7,3,冷眼看世，热血酬友,第一句：书痴者文必工
80,牧童骑黄牛，歌声振林樾,6,3,袁枚《所见》,第一句：牧童骑黄牛
81,静若萤光，动若流水，尖巧而喜淫,7,3,冷眼看世，热血酬友,第一句：静若萤光
82,春风如贵客，一到便繁华,6,3,袁枚《春风》,第一句：春风如贵客
83,无聊成独卧，弹指韶光过,6,3,纳兰性德《菩萨蛮·新寒中酒敲窗雨》,第一句：无聊成独卧
84,人见利而不见害，鱼见食而不见钩,8,3,冷眼看世，热血酬友,第一句：人见利而不见害
85,共眠一舸听秋雨，小簟轻衾各自寒,8,3,朱彝尊《桂殿秋·思往事》,第一句：共眠一舸听秋雨
86,纵使文章惊海内，纸上苍生而已,7,3,龚自珍《金缕曲·癸酉秋出都述怀有赋》,第一句：纵使文章惊海内
87,十里寒塘路，烟花一半醒,6,3,魏宪《西湖春晓》,第一句：十里寒塘路
88,文章是山水化境，富贵乃烟云幻形,8,3,冷眼看世，热血酬友,第一句：文章是山水化境
89,有心为善，虽善不赏,5,3,冷眼看世，热血酬友,第一句：有心为善
90,满纸荒唐言，一把辛酸泪,6,3,冷眼看世，热血酬友,第一句：满纸荒唐言
91,寸寸微云，丝丝残照，有无明灭难消,8,3,贺双卿《凤凰台上忆吹箫·寸寸微云》,第一句：寸寸微云
92,爱他明月好，憔悴也相关,6,3,纳兰性德《临江仙·寒柳》,第一句：爱他明月好
93,小扇引微凉，悠悠夏日长,6,3,顾太清《菩萨蛮·端午日咏盆中菊》,第一句：小扇引微凉
94,到头来，依旧是风尘肮脏违心愿,7,3,到头来，依然是不尽如人意,第一句：到头来
95,十分不耐烦，乃为人大病,5,3,对人对事不能忍受麻烦，是一个人最大的缺点,第一句：十分不耐烦
96,老夫心与游人异，不羡神仙羡少年,8,3,袁枚《湖上杂诗》,第一句：老夫心与游人异
97,恸哭六军俱缟素，冲冠一怒为红颜,8,3,吴伟业《圆圆曲》,第一句：恸哭六军俱缟素
98,余凡事喜独出己见，不屑随人是非,7,3,我凡事都喜欢独出己见，不屑于人云亦云,第一句：余凡事喜独出己见
99,吹灯窗更明，月照一天雪,6,3,袁枚《十二月十五夜》,第一句：吹灯窗更明
100,碧海年年，试问取、冰轮为谁圆缺？,8,3,纳兰性德《琵琶仙·中秋》,第一句：碧海年年
101,万两黄金容易得，知心一个也难求,7,3,冷眼看世，热血酬友,第一句：万两黄金容易得
102,读书好处心先觉，立雪深时道已传,8,3,冷眼看世，热血酬友,第一句：读书好处心先觉
103,衙斋卧听萧萧竹，疑是民间疾苦声,8,3,郑燮《潍县署中画竹呈年伯包大中丞括》,第一句：衙斋卧听萧萧竹
104,半生已分孤眠过，山枕檀痕涴,7,3,纳兰性德《虞美人·曲阑深处重相见》,第一句：半生已分孤眠过
105,碧云无渡碧天沉，是湖心，是侬心,8,3,张惠言《江城子·填张春溪西湖竹枝词》,第一句：碧云无渡碧天沉
106,回廊一寸相思地，落月成孤倚,7,3,纳兰性德《虞美人·银床淅沥青梧老》,第一句：回廊一寸相思地
107,生前心已碎，死后性空灵,6,3,冷眼看世，热血酬友,第一句：生前心已碎
108,孤标傲世偕谁隐，一样花开为底迟？,8,3,曹雪芹《问菊》,第一句：孤标傲世偕谁隐
109,还睡、还睡，解道醒来无味,6,3,纳兰性德《如梦令·万帐穹庐人醉》,第一句：还睡、还睡
110,焦首朝朝还暮暮，煎心日日复年年,8,3,冷眼看世，热血酬友,第一句：焦首朝朝还暮暮
111,半溪流水绿，千树落花红,6,3,溪水变绿了，各种树木、花草变红了,第一句：半溪流水绿
112,尽人事以听天命,4,3,冷眼看世，热血酬友,第一句：尽人事以听天命
113,矮人看戏何曾见，都是随人说短长,8,3,赵翼《论诗五首》,第一句：矮人看戏何曾见
114,何如薄幸锦衣郎，比翼连枝当日愿,8,3,纳兰性德《木兰花·拟古决绝词柬友》,第一句：何如薄幸锦衣郎
115,求个良心管我，留些余地处人,7,3,冷眼看世，热血酬友,第一句：求个良心管我
116,朔风吹散三更雪，倩魂犹恋桃花月,8,3,纳兰性德《菩萨蛮·朔风吹散三更雪》,第一句：朔风吹散三更雪
117,分明小像沉香缕，一片伤心欲画难,8,3,纳兰性德《于中好·握手西风泪不干》,第一句：分明小像沉香缕
118,一畦春韭绿，十里稻花香,6,3,曹雪芹《杏帘在望》,第一句：一畦春韭绿
119,人珍我弃、人弃我取,4,3,冷眼看世，热血酬友,第一句：人珍我弃、人弃我取
120,人不闲，勿事搅人不安，勿话扰,8,3,别人不要的时候我要，别人要的时候我不要,第一句：人不闲
121,草木也知愁，韶华竟白头！,6,3,冷眼看世，热血酬友,第一句：草木也知愁
122,杜鹃再拜忧天泪，精卫无穷填海心,8,3,黄遵宪《赠梁任父同年》,第一句：杜鹃再拜忧天泪
123,爱好由来下笔难，一诗千改始心安,8,3,袁枚《遣兴》,第一句：爱好由来下笔难
124,心病终须心药治，解铃还须系铃人,8,3,冷眼看世，热血酬友,第一句：心病终须心药治
125,一枕新愁，残夜花香月满楼,6,3,项鸿祚《减字木兰花·春夜闻隔墙歌吹声》,第一句：一枕新愁
126,机关算尽太聪明，反算了卿卿性命,8,3,冷眼看世，热血酬友,第一句：机关算尽太聪明
127,但责己，不责人，此远怨之道也,7,3,冷眼看世，热血酬友,第一句：但责己
128,三五年时三五月，可怜杯酒不曾消,8,3,黄景仁《绮怀十六首·其十五》,第一句：三五年时三五月
129,骊山语罢清宵半，泪雨霖铃终不怨,8,3,纳兰性德《木兰花·拟古决绝词柬友》,第一句：骊山语罢清宵半
130,宁可湿衣，不可乱步,4,3,宁可把衣服弄湿了，也不可乱了步子,第一句：宁可湿衣
131,李杜诗篇万口传，至今已觉不新鲜,8,3,赵翼《论诗五首》,第一句：李杜诗篇万口传
132,独睡起来情悄悄，寄愁何处好,7,3,纳兰性德《谒金门·风丝袅》,第一句：独睡起来情悄悄
133,饰美于外者，必其中无所有,6,3,冷眼看世，热血酬友,第一句：饰美于外者
134,施惠勿念，受恩莫忘,5,3,冷眼看世，热血酬友,第一句：施惠勿念
135,一帆一桨一渔舟，一个渔翁一钓钩,8,3,陈沆《一字诗》,第一句：一帆一桨一渔舟
136,几回花下坐吹箫，银汉红墙入望遥,8,3,黄景仁《绮怀十六首·其十五》,第一句：几回花下坐吹箫
137,文死谏，武死战,3,3,冷眼看世，热血酬友,第一句：文死谏
138,秋侵人影瘦，霜染菊花肥,5,3,冷眼看世，热血酬友,第一句：秋侵人影瘦
139,浮生如此，别多会少，不如莫遇,7,3,纳兰性德《水龙吟·再送荪友南还》,第一句：浮生如此
140,世人都晓神仙好，惟有功名忘不了！,8,3,曹雪芹《好了歌》,第一句：世人都晓神仙好
141,凤尾森森，龙吟细细,5,3,竹林茂密，风吹簌簌,第一句：凤尾森森
142,不因俊俏难为友，正为风流始读书,8,3,冷眼看世，热血酬友,第一句：不因俊俏难为友
143,用功于内者，必于外无所求,6,3,冷眼看世，热血酬友,第一句：用功于内者
144,衣贵洁，不贵华上循分，下称家,8,3,冷眼看世，热血酬友,第一句：衣贵洁
145,学问无大小，能者为尊,5,3,冷眼看世，热血酬友,第一句：学问无大小
146,范增一去无谋主，韩信原来是逐臣,8,3,严遂成《乌江项王庙》,第一句：范增一去无谋主
147,天下事有难易乎？,4,3,彭端淑《为学一首示子侄》,第一句：天下事有难易乎？
148,一霎荷塘过雨，明朝便是秋声,7,3,项鸿祚《清平乐·池上纳凉》,第一句：一霎荷塘过雨
149,语言多矫饰，则人品心术，尽属可疑,8,3,冷眼看世，热血酬友,第一句：语言多矫饰
150,无处不伤心，轻尘在玉琴,6,3,纳兰性德《菩萨蛮·萧萧几叶风兼雨》,第一句：无处不伤心
151,一片冷香唯有梦，十分清瘦更无诗,8,3,纳兰性德《梦江南·新来好》,第一句：一片冷香唯有梦
152,闲处光阴易过,3,3,闲暇时总觉得时间过得很快,第一句：闲处光阴易过
153,悄立市桥人不识，一星如月看多时,8,3,黄景仁《癸巳除夕偶成》,第一句：悄立市桥人不识
154,深处种菱浅种稻，不深不浅种荷花,8,3,阮元《吴兴杂诗》,第一句：深处种菱浅种稻
155,莫失莫忘，仙寿恒昌,5,3,冷眼看世，热血酬友,第一句：莫失莫忘
156,十八年来堕世间，吹花嚼蕊弄冰弦,8,3,纳兰性德《浣溪沙·十八年来堕世间》,第一句：十八年来堕世间
157,无人调护，自去经心！,5,3,冷眼看世，热血酬友,第一句：无人调护
158,存为善之心，不必邀为善之名,7,3,冷眼看世，热血酬友,第一句：存为善之心
159,所谓一国皆狂，反以不狂者为狂也,8,3,全国都在发狂，反而把那些不狂的人当作狂人,第一句：所谓一国皆狂
160,半天凉月色，一笛酒人心,6,3,袁枚《夜过借园见主人坐月下吹笛》,第一句：半天凉月色
161,痴男怨女，可怜风月债难偿,6,3,冷眼看世，热血酬友,第一句：痴男怨女
162,怨去吹箫，狂来说剑，两样销魂味,8,3,龚自珍《湘月·天风吹我》,第一句：怨去吹箫
163,大丈夫相时而动,3,3,有作为的人观察时机、形势而采取相应的行动,第一句：大丈夫相时而动
164,已过才追问，相看是故人,6,3,吴伟业《遇旧友》,第一句：已过才追问
165,贫无可奈惟求俭，拙亦何妨只要勤,8,3,冷眼看世，热血酬友,第一句：贫无可奈惟求俭
166,宜未雨而绸缪，毋临渴而掘井,7,3,冷眼看世，热血酬友,第一句：宜未雨而绸缪
167,吹到一片秋香，清辉了如雪,6,3,纳兰性德《琵琶仙·中秋》,第一句：吹到一片秋香
168,高梧百尺夜苍苍，乱扫秋星落晓霜,8,3,郑板桥《咏梧桐》,第一句：高梧百尺夜苍苍
169,月浅灯深，梦里云归何处寻,6,3,纳兰性德《采桑子·明月多情应笑我》,第一句：月浅灯深
170,山骞不崩，唯石为镇,4,3,冷眼看世，热血酬友,第一句：山骞不崩
171,水天清话，院静人销夏,5,3,项鸿祚《清平乐·池上纳凉》,第一句：水天清话
172,仙佛茫茫两未成，只知独夜不平鸣,8,3,黄景仁《杂感》,第一句：仙佛茫茫两未成
173,低徊愧人子，不敢叹风尘,6,3,蒋士铨《岁暮到家》,第一句：低徊愧人子
174,甚荒唐，到头来都是为他人作嫁衣裳！,8,3,冷眼看世，热血酬友,第一句：甚荒唐
175,况有短墙银杏雨，更兼高阁玉兰风,8,3,纳兰性德《浣溪沙·寄严荪友》,第一句：况有短墙银杏雨
176,世所相信，在能行，不在能言,7,3,冷眼看世，热血酬友,第一句：世所相信
177,一万年来谁著史，三千里外欲封侯,8,3,李鸿章《入都》,第一句：一万年来谁著史
178,不食人间烟火,3,3,指道教谓神仙或修道者不吃熟食,第一句：不食人间烟火
179,古人求没世之名，今人求当世之名,8,3,冷眼看世，热血酬友,第一句：古人求没世之名
180,今古河山无定据,4,3,纳兰性德《蝶恋花·出塞》,第一句：今古河山无定据
181,玉在椟中求善价，钗于奁内待时飞,8,3,冷眼看世，热血酬友,第一句：玉在椟中求善价
182,看书须放开眼孔，做人要立定脚跟,7,3,冷眼看世，热血酬友,第一句：看书须放开眼孔
183,人生不可安闲，有恒业，才足收放心,8,3,冷眼看世，热血酬友,第一句：人生不可安闲
184,无故寻愁觅恨，有时似傻如狂,7,3,曹雪芹《西江月·批宝玉二首》,第一句：无故寻愁觅恨
185,爱子心无尽，归家喜及辰,6,3,蒋士铨《岁暮到家》,第一句：爱子心无尽
186,想到他日是那样下场，则可以发愤矣,8,3,冷眼看世，热血酬友,第一句：想到他日是那样下场
187,鱼书经岁绝，烛泪流残月,6,3,徐灿《菩萨蛮·秋闺》,第一句：鱼书经岁绝
188,记得别伊时，桃花柳万丝,6,3,纳兰性德《菩萨蛮·新寒中酒敲窗雨》,第一句：记得别伊时
189,粉堕百花洲，香残燕子楼,6,3,曹雪芹《唐多令·柳絮》,第一句：粉堕百花洲
190,檐流未滴梅花冻，一种清孤不等闲,8,3,郑燮《山中雪后》,第一句：檐流未滴梅花冻
191,情知此后来无计，强说欢期,6,3,纳兰性德《采桑子·而今才道当时错》,第一句：情知此后来无计
192,茫茫碧落，天上人间情一诺,6,3,纳兰性德《减字木兰花·烛花摇影》,第一句：茫茫碧落
193,春恨秋悲皆自惹，花容月貌为谁妍,8,3,冷眼看世，热血酬友,第一句：春恨秋悲皆自惹
194,水墨画疏窗，孤影淡潇湘,6,3,纳兰性德《木兰花慢·立秋夜雨送梁汾南行》,第一句：水墨画疏窗
195,长江巨浪征人泪，一夜西风共白头,8,3,宋琬《江上阻风》,第一句：长江巨浪征人泪
196,劳劳车马未离鞍，临事方知一死难,8,3,李鸿章《临终诗》,第一句：劳劳车马未离鞍
197,独自凄凉还自遣，自制离愁,6,3,龚自珍《浪淘沙·写梦》,第一句：独自凄凉还自遣
198,偶因一着错，便为人上人,6,3,冷眼看世，热血酬友,第一句：偶因一着错
199,最是繁丝摇落后，转教人忆春山,7,3,纳兰性德《临江仙·寒柳》,第一句：最是繁丝摇落后
200,是无猫邪，是不会蓄猫也,6,3,乐钧《世无良猫》,第一句：是无猫邪
201,一身骨相，具乎面部,5,3,冷眼看世，热血酬友,第一句：一身骨相
202,溪深难受雪，山冻不流云,6,3,洪升《雪望》,第一句：溪深难受雪
203,阿婆还似初笄女，头未梳成不许看,8,3,袁枚《遣兴》,第一句：阿婆还似初笄女
204,布衣菜饭，可乐终身,4,3,朴素衣衫，粗茶淡饭，我也能终身感到快乐,第一句：布衣菜饭
205,芭蕉叶叶为多情，一叶才舒一叶生,8,3,郑板桥《咏芭蕉》,第一句：芭蕉叶叶为多情
206,一朝春尽红颜老，花落人亡两不知！,8,3,曹雪芹《葬花吟》,第一句：一朝春尽红颜老
207,问君何事轻离别，一年能几团圆月,8,3,纳兰性德《菩萨蛮·问君何事轻离别》,第一句：问君何事轻离别
208,到老始知非力取，三分人事七分天,8,3,赵翼《论诗五首》,第一句：到老始知非力取
209,不见合欢花，空倚相思树,6,3,纳兰性德《生查子·惆怅彩云飞》,第一句：不见合欢花
210,一味学吃亏，是处事良方,6,3,冷眼看世，热血酬友,第一句：一味学吃亏
211,看来岂是寻常色，浓淡由他冰雪中,8,3,曹雪芹《咏红梅花得“红”字》,第一句：看来岂是寻常色
212,桃未芳菲杏未红，冲寒先已笑东风,8,3,冷眼看世，热血酬友,第一句：桃未芳菲杏未红
213,清浊易辨，邪正难辨,5,3,冷眼看世，热血酬友,第一句：清浊易辨
214,春云吹散湘帘雨，絮黏蝴蝶飞还住,8,3,纳兰性德《菩萨蛮·春云吹散湘帘雨》,第一句：春云吹散湘帘雨
215,交朋友增体面，不如交朋友益身心,7,3,冷眼看世，热血酬友,第一句：交朋友增体面
216,见未真，勿轻言知未的，勿轻传,8,3,冷眼看世，热血酬友,第一句：见未真
217,淡中交耐久，静里寿延长,6,3,冷眼看世，热血酬友,第一句：淡中交耐久
218,养心须淡泊，凡足以累吾心者勿为也,8,3,冷眼看世，热血酬友,第一句：养心须淡泊
219,木叶纷纷归路，残月晓风何处,7,3,纳兰性德《如梦令·黄叶青苔归路》,第一句：木叶纷纷归路
220,浆向蓝桥易乞，药成碧海难奔,7,3,纳兰性德《画堂春·一生一代一双人》,第一句：浆向蓝桥易乞
221,幸于始者怠于终，缮其辞者嗜其利,8,3,冷眼看世，热血酬友,第一句：幸于始者怠于终
222,幽微灵秀地，无可奈何天,6,3,冷眼看世，热血酬友,第一句：幽微灵秀地
223,天上神仙府，人间宰相家,5,3,冷眼看世，热血酬友,第一句：天上神仙府
224,花影不离身左右，鸟声只在耳东西,8,3,冷眼看世，热血酬友,第一句：花影不离身左右
225,都云作者痴，谁解其中味？,6,3,冷眼看世，热血酬友,第一句：都云作者痴
226,处事要代人作想，读书须切己用功,8,3,冷眼看世，热血酬友,第一句：处事要代人作想
227,一人飞升，仙及鸡犬,5,3,一个人修道成仙，他家的鸡犬都跟着他成了仙,第一句：一人飞升
228,淡淡梅花香欲染，丝丝柳带露初干,8,3,曹雪芹《香菱咏月·其二》,第一句：淡淡梅花香欲染
229,雨歇微凉，十一年前梦一场,6,3,纳兰性德《采桑子·谢家庭院残更立》,第一句：雨歇微凉
230,凡事当留馀地，得意不宜再往,7,3,冷眼看世，热血酬友,第一句：凡事当留馀地
231,相逢清露下，流影湿衣襟,6,3,袁枚《夜过借园见主人坐月下吹笛》,第一句：相逢清露下
232,握手西风泪不干，年来多在别离间,8,3,纳兰性德《于中好·握手西风泪不干》,第一句：握手西风泪不干
233,相逢不语，一朵芙蓉著秋雨,6,3,纳兰性德《减字木兰花·相逢不语》,第一句：相逢不语
234,嫩寒锁梦因春冷，芳气笼人是酒香,8,3,冷眼看世，热血酬友,第一句：嫩寒锁梦因春冷
235,宁向牡丹花下死，风流作鬼也甘心,8,3,为了男女风情，即使殉情也是一种风流韵事,第一句：宁向牡丹花下死
236,待何年归去，谈笑各争雄,6,3,顾太清《高山流水·次夫子清风阁落成韵》,第一句：待何年归去
237,军歌应唱大刀环，誓灭胡奴出玉关,8,3,徐锡麟《出塞》,第一句：军歌应唱大刀环
238,重帘不卷留香久，古砚微凹聚墨多,7,3,冷眼看世，热血酬友,第一句：重帘不卷留香久
239,晴浦晚风寒，青山玉骨瘦,6,3,董以宁《卜算子·雪江晴月》,第一句：晴浦晚风寒
240,不爱江山爱美人,4,3,陈于王《题桃花扇传奇》,第一句：不爱江山爱美人
241,无论习何等业，总不可有粗浮心,7,3,冷眼看世，热血酬友,第一句：无论习何等业
242,水为地险，酒为人险,5,3,水可以导致地势险要，酒可以使人陷于危险,第一句：水为地险
243,搴帷拜母河梁去，白发愁看泪眼枯,8,3,黄景仁《别老母》,第一句：搴帷拜母河梁去
244,淡极始知花更艳，愁多焉得玉无痕,8,3,曹雪芹《薛宝钗咏白海棠》,第一句：淡极始知花更艳
245,来扫千山雪，归留万国花,6,3,袁枚《春风》,第一句：来扫千山雪
246,风絮飘残已化萍，泥莲刚倩藕丝萦,8,3,纳兰性德《山花子·风絮飘残已化萍》,第一句：风絮飘残已化萍
247,正不容邪，邪复妒正,4,3,正气不能包容邪气，邪气反过来也会攻击正气,第一句：正不容邪
248,存科名之心者，未必有琴书之乐,7,3,冷眼看世，热血酬友,第一句：存科名之心者
249,双星何事今宵会，遗我庭前月一钩,8,3,德容《七夕二首·其一》,第一句：双星何事今宵会
250,教小儿宜严，严气足以平躁气,6,3,冷眼看世，热血酬友,第一句：教小儿宜严
251,家有千串，不如日进一文,6,3,冷眼看世，热血酬友,第一句：家有千串
252,明月照相思，也得姮娥念我痴,7,3,高鹗《南乡子·戊申秋隽喜晤故人》,第一句：明月照相思
253,辜负春心，独自闲行独自吟,6,3,纳兰性德《采桑子·明月多情应笑我》,第一句：辜负春心
254,凡是人，皆须爱天同覆，地同载,8,3,冷眼看世，热血酬友,第一句：凡是人
255,处世戒多言，言多必失,5,3,冷眼看世，热血酬友,第一句：处世戒多言
256,潦倒不通世务，愚顽怕读文章,7,3,冷眼看世，热血酬友,第一句：潦倒不通世务
257,勿贪意外之财，勿饮过量之酒,7,3,不要贪不属于你的财，不要喝过量的酒,第一句：勿贪意外之财
258,文人论神，有清浊之辨,5,3,冷眼看世，热血酬友,第一句：文人论神
259,燕子斜阳来又去，如此江山,6,3,朱彝尊《卖花声·雨花台》,第一句：燕子斜阳来又去
260,气性不和平，则文章事功，俱无足取,8,3,冷眼看世，热血酬友,第一句：气性不和平
261,见世人可取者多，则德日进矣,7,3,冷眼看世，热血酬友,第一句：见世人可取者多
